control_id,document_id,topic,control_type,owner,evidence_template,status
SOP-010-C007,SOP-010,离线环境,preventive,方法负责人,FRM-003,approved
SOP-010-C008,SOP-010,术语解释,detective,方法负责人,FRM-003,approved
SOP-010-C009,SOP-010,事实与推断,corrective,方法负责人,FRM-003,approved
SOP-010-C010,SOP-010,误差与限制,preventive,方法负责人,FRM-003,approved
SOP-010-C011,SOP-010,替代解释,detective,方法负责人,FRM-003,approved
SOP-010-C012,SOP-010,交叉询问,corrective,方法负责人,FRM-003,approved
SOP-010-C013,SOP-010,超范围问题,preventive,方法负责人,FRM-003,approved
SOP-010-C014,SOP-010,保密信息,detective,方法负责人,FRM-003,approved
SOP-010-C015,SOP-010,现场记录,corrective,方法负责人,FRM-003,approved
SOP-010-C016,SOP-010,补充说明,preventive,方法负责人,FRM-003,approved
SOP-010-C017,SOP-010,庭后复盘,detective,方法负责人,FRM-003,approved
SOP-010-C018,SOP-010,报告更正触发,corrective,方法负责人,FRM-003,approved
ORG-001-C001,ORG-001,研发主体,preventive,项目负责人,FRM-014,approved
ORG-001-C002,ORG-001,未来鉴定主体,detective,项目负责人,FRM-014,approved
ORG-001-C003,ORG-001,质量职能,corrective,项目负责人,FRM-014,approved
ORG-001-C004,ORG-001,技术职能,preventive,项目负责人,FRM-014,approved
ORG-001-C005,ORG-001,方法职能,detective,项目负责人,FRM-014,approved
ORG-001-C006,ORG-001,安全职能,corrective,项目负责人,FRM-014,approved
ORG-001-C007,ORG-001,实验室职能,preventive,项目负责人,FRM-014,approved
ORG-001-C008,ORG-001,业务职能,detective,项目负责人,FRM-014,approved
ORG-001-C009,ORG-001,财务核算,corrective,项目负责人,FRM-014,approved
ORG-001-C010,ORG-001,知识产权许可,preventive,项目负责人,FRM-014,approved
ORG-001-C011,ORG-001,工具供应关系,detective,项目负责人,FRM-014,approved
ORG-001-C012,ORG-001,数据隔离,corrective,项目负责人,FRM-014,approved
ORG-001-C013,ORG-001,案件决策权,preventive,项目负责人,FRM-014,approved
ORG-001-C014,ORG-001,人员兼职,detective,项目负责人,FRM-014,approved
ORG-001-C015,ORG-001,关联交易,corrective,项目负责人,FRM-014,approved
ORG-001-C016,ORG-001,公正性委员会,preventive,项目负责人,FRM-014,approved
ORG-001-C017,ORG-001,合作机构接口,detective,项目负责人,FRM-014,approved
ORG-002-C001,ORG-002,管理层岗位,preventive,人员负责人,FRM-014,approved
ORG-002-C002,ORG-002,项目负责人,detective,人员负责人,FRM-014,approved
ORG-002-C003,ORG-002,质量负责人,corrective,人员负责人,FRM-014,approved
ORG-002-C004,ORG-002,技术负责人,preventive,人员负责人,FRM-014,approved
ORG-002-C005,ORG-002,架构负责人,detective,人员负责人,FRM-014,approved
ORG-002-C006,ORG-002,方法负责人,corrective,人员负责人,FRM-014,approved
ORG-002-C007,ORG-002,安全负责人,preventive,人员负责人,FRM-014,approved
ORG-002-C008,ORG-002,数据管理员,detective,人员负责人,FRM-014,approved
ORG-002-C009,ORG-002,节点负责人,corrective,人员负责人,FRM-014,approved
ORG-002-C010,ORG-002,实验室负责人,preventive,人员负责人,FRM-014,approved
ORG-002-C011,ORG-002,受理员,detective,人员负责人,FRM-014,approved
ORG-002-C012,ORG-002,采集员,corrective,人员负责人,FRM-014,approved
ORG-002-C013,ORG-002,分析员,preventive,人员负责人,FRM-014,approved
ORG-002-C014,ORG-002,独立复核员,detective,人员负责人,FRM-014,approved
ORG-002-C015,ORG-002,报告负责人,corrective,人员负责人,FRM-014,approved
ORG-002-C016,ORG-002,配置管理员,preventive,人员负责人,FRM-014,approved
ORG-002-C017,ORG-002,采购负责人,detective,人员负责人,FRM-014,approved
ORG-002-C018,ORG-002,连续性负责人,corrective,人员负责人,FRM-014,approved
ORG-003-C001,ORG-003,能力等级定义,preventive,人员负责人,FRM-014,approved
ORG-003-C002,ORG-003,法规知识,detective,人员负责人,FRM-014,approved
ORG-003-C003,ORG-003,电子证据规则,corrective,人员负责人,FRM-014,approved
ORG-003-C004,ORG-003,CMA知识,preventive,人员负责人,FRM-014,approved
ORG-003-C005,ORG-003,CNAS知识,detective,人员负责人,FRM-014,approved
ORG-003-C006,ORG-003,Bitcoin协议,corrective,人员负责人,FRM-014,approved
ORG-003-C007,ORG-003,EVM协议,preventive,人员负责人,FRM-014,approved
ORG-003-C008,ORG-003,TRON协议,detective,人员负责人,FRM-014,approved
ORG-003-C009,ORG-003,跨链桥,corrective,人员负责人,FRM-014,approved
ORG-003-C010,ORG-003,DeFi,preventive,人员负责人,FRM-014,approved
ORG-003-C011,ORG-003,混币聚类,detective,人员负责人,FRM-014,approved
ORG-003-C012,ORG-003,标签证据,corrective,人员负责人,FRM-014,approved
ORG-003-C013,ORG-003,工具操作,preventive,人员负责人,FRM-014,approved
ORG-003-C014,ORG-003,方法确认,detective,人员负责人,FRM-014,approved
ORG-003-C015,ORG-003,质量体系,corrective,人员负责人,FRM-014,approved
ORG-003-C016,ORG-003,安全保密,preventive,人员负责人,FRM-014,approved
ORG-003-C017,ORG-003,报告写作,detective,人员负责人,FRM-014,approved
ORG-003-C018,ORG-003,技术解释,corrective,人员负责人,FRM-014,approved
ORG-003-C019,ORG-003,项目管理,preventive,人员负责人,FRM-014,approved
ORG-003-C020,ORG-003,持续教育,detective,人员负责人,FRM-014,approved
ORG-004-C001,ORG-004,入职培训,preventive,人员负责人,FRM-014,approved
ORG-004-C002,ORG-004,质量培训,detective,人员负责人,FRM-014,approved
ORG-004-C003,ORG-004,保密培训,corrective,人员负责人,FRM-014,approved
ORG-004-C004,ORG-004,安全培训,preventive,人员负责人,FRM-014,approved
ORG-004-C005,ORG-004,法规培训,detective,人员负责人,FRM-014,approved
ORG-004-C006,ORG-004,链协议培训,corrective,人员负责人,FRM-014,approved
ORG-004-C007,ORG-004,工具培训,preventive,人员负责人,FRM-014,approved
ORG-004-C008,ORG-004,方法培训,detective,人员负责人,FRM-014,approved
ORG-004-C009,ORG-004,监督实践,corrective,人员负责人,FRM-014,approved
ORG-004-C010,ORG-004,模拟案件,preventive,人员负责人,FRM-014,approved
ORG-004-C011,ORG-004,盲样,detective,人员负责人,FRM-014,approved
ORG-004-C012,ORG-004,书面考试,corrective,人员负责人,FRM-014,approved
ORG-004-C013,ORG-004,口头答辩,preventive,人员负责人,FRM-014,approved
ORG-004-C014,ORG-004,实操演示,detective,人员负责人,FRM-014,approved
ORG-004-C015,ORG-004,限定授权,corrective,人员负责人,FRM-014,approved
ORG-004-C016,ORG-004,授权有效期,preventive,人员负责人,FRM-014,approved
ORG-004-C017,ORG-004,持续教育,detective,人员负责人,FRM-014,approved
ORG-004-C018,ORG-004,续期,corrective,人员负责人,FRM-014,approved
ORG-004-C019,ORG-004,暂停,preventive,人员负责人,FRM-014,approved
ORG-004-C020,ORG-004,撤销恢复,detective,人员负责人,FRM-014,approved
ORG-005-C001,ORG-005,年度声明,preventive,质量负责人,FRM-014,approved
ORG-005-C002,ORG-005,案件级声明,detective,质量负责人,FRM-014,approved
ORG-005-C003,ORG-005,财务利益,corrective,质量负责人,FRM-014,approved
ORG-005-C004,ORG-005,亲属关系,preventive,质量负责人,FRM-014,approved
ORG-005-C005,ORG-005,既往雇佣,detective,质量负责人,FRM-014,approved
ORG-005-C006,ORG-005,顾问关系,corrective,质量负责人,FRM-014,approved
ORG-005-C007,ORG-005,供应商关系,preventive,质量负责人,FRM-014,approved
ORG-005-C008,ORG-005,销售激励,detective,质量负责人,FRM-014,approved
ORG-005-C009,ORG-005,成功收费,corrective,质量负责人,FRM-014,approved
ORG-005-C010,ORG-005,媒体立场,preventive,质量负责人,FRM-014,approved
ORG-005-C011,ORG-005,学术合作,detective,质量负责人,FRM-014,approved
ORG-005-C012,ORG-005,自我复核,corrective,质量负责人,FRM-014,approved
ORG-005-C013,ORG-005,替代人员,preventive,质量负责人,FRM-014,approved
ORG-005-C014,ORG-005,信息隔离,detective,质量负责人,FRM-014,approved
ORG-005-C015,ORG-005,公正性风险评估,corrective,质量负责人,FRM-014,approved
ORG-005-C016,ORG-005,违规处置,preventive,质量负责人,FRM-014,approved
ORG-006-C001,ORG-006,阶段一核心团队,preventive,人员负责人,FRM-014,approved
ORG-006-C002,ORG-006,质量负责人前置,detective,人员负责人,FRM-014,approved
ORG-006-C003,ORG-006,协议工程师,corrective,人员负责人,FRM-014,approved
ORG-006-C004,ORG-006,数据工程师,preventive,人员负责人,FRM-014,approved
ORG-006-C005,ORG-006,测试验证工程师,detective,人员负责人,FRM-014,approved
ORG-006-C006,ORG-006,安全工程师,corrective,人员负责人,FRM-014,approved
ORG-006-C007,ORG-006,合规人员,preventive,人员负责人,FRM-014,approved
ORG-006-C008,ORG-006,实验室负责人,detective,人员负责人,FRM-014,approved
ORG-006-C009,ORG-006,鉴定人候选,corrective,人员负责人,FRM-014,approved
ORG-006-C010,ORG-006,鉴定助理,preventive,人员负责人,FRM-014,approved
ORG-006-C011,ORG-006,行政档案,detective,人员负责人,FRM-014,approved
ORG-006-C012,ORG-006,替补比例,corrective,人员负责人,FRM-014,approved
ORG-006-C013,ORG-006,关键岗位继任,preventive,人员负责人,FRM-014,approved
ORG-006-C014,ORG-006,外部专家,detective,人员负责人,FRM-014,approved
ORG-006-C015,ORG-006,招聘门槛,corrective,人员负责人,FRM-014,approved
ORG-006-C016,ORG-006,试用期考核,preventive,人员负责人,FRM-014,approved
ORG-006-C017,ORG-006,人员成本,detective,人员负责人,FRM-014,approved
ORG-006-C018,ORG-006,离职交接,corrective,人员负责人,FRM-014,approved
PLN-001-C001,PLN-001,Q1治理与证据模型,preventive,项目负责人,FRM-013,approved
PLN-001-C002,PLN-001,Q1三链采集原型,detective,项目负责人,FRM-013,approved
PLN-001-C003,PLN-001,Q2离线证据包,corrective,项目负责人,FRM-013,approved
PLN-001-C004,PLN-001,Q2基础方法确认,preventive,项目负责人,FRM-013,approved
PLN-001-C005,PLN-001,Q3确定性路径,detective,项目负责人,FRM-013,approved
PLN-001-C006,PLN-001,Q3标签证据系统,corrective,项目负责人,FRM-013,approved
PLN-001-C007,PLN-001,Q4首轮模拟案件,preventive,项目负责人,FRM-013,approved
PLN-001-C008,PLN-001,Q4体系运行,detective,项目负责人,FRM-013,approved
PLN-001-C009,PLN-001,Q5跨链与DeFi,corrective,项目负责人,FRM-013,approved
PLN-001-C010,PLN-001,Q5实验室选址,preventive,项目负责人,FRM-013,approved
PLN-001-C011,PLN-001,Q6能力活动,detective,项目负责人,FRM-013,approved
PLN-001-C012,PLN-001,Q6人员资格准备,corrective,项目负责人,FRM-013,approved
PLN-001-C013,PLN-001,Q7申请范围冻结,preventive,项目负责人,FRM-013,approved
PLN-001-C014,PLN-001,Q7主管机关沟通,detective,项目负责人,FRM-013,approved
PLN-001-C015,PLN-001,Q8现场评审准备,corrective,项目负责人,FRM-013,approved
PLN-001-C016,PLN-001,Q8商业化准入,preventive,项目负责人,FRM-013,approved
PLN-002-C001,PLN-002,治理工作包,preventive,项目经理,FRM-013,approved
PLN-002-C002,PLN-002,监管工作包,detective,项目经理,FRM-013,approved
PLN-002-C003,PLN-002,产品工作包,corrective,项目经理,FRM-013,approved
PLN-002-C004,PLN-002,证据架构工作包,preventive,项目经理,FRM-013,approved
PLN-002-C005,PLN-002,节点工作包,detective,项目经理,FRM-013,approved
PLN-002-C006,PLN-002,Bitcoin方法包,corrective,项目经理,FRM-013,approved
PLN-002-C007,PLN-002,EVM方法包,preventive,项目经理,FRM-013,approved
PLN-002-C008,PLN-002,TRON方法包,detective,项目经理,FRM-013,approved
PLN-002-C009,PLN-002,跨链方法包,corrective,项目经理,FRM-013,approved
PLN-002-C010,PLN-002,DeFi方法包,preventive,项目经理,FRM-013,approved
PLN-002-C011,PLN-002,标签聚类包,detective,项目经理,FRM-013,approved
PLN-002-C012,PLN-002,质量体系包,corrective,项目经理,FRM-013,approved
PLN-002-C013,PLN-002,工具验证包,preventive,项目经理,FRM-013,approved
PLN-002-C014,PLN-002,数据集包,detective,项目经理,FRM-013,approved
PLN-002-C015,PLN-002,实验室包,corrective,项目经理,FRM-013,approved
PLN-002-C016,PLN-002,人员能力包,preventive,项目经理,FRM-013,approved
PLN-002-C017,PLN-002,试点包,detective,项目经理,FRM-013,approved
PLN-002-C018,PLN-002,申请准备包,corrective,项目经理,FRM-013,approved
PLN-002-C019,PLN-002,标准知识产权包,preventive,项目经理,FRM-013,approved
PLN-002-C020,PLN-002,发布交付包,detective,项目经理,FRM-013,approved
PLN-003-C001,PLN-003,人员预算,preventive,财务负责人,FRM-013,approved
PLN-003-C002,PLN-003,云资源,detective,财务负责人,FRM-013,approved
PLN-003-C003,PLN-003,自建服务器,corrective,财务负责人,FRM-013,approved
PLN-003-C004,PLN-003,节点存储,preventive,财务负责人,FRM-013,approved
PLN-003-C005,PLN-003,对象存储,detective,财务负责人,FRM-013,approved
PLN-003-C006,PLN-003,备份,corrective,财务负责人,FRM-013,approved
PLN-003-C007,PLN-003,安全工具,preventive,财务负责人,FRM-013,approved
PLN-003-C008,PLN-003,开发工具,detective,财务负责人,FRM-013,approved
PLN-003-C009,PLN-003,商业标签,corrective,财务负责人,FRM-013,approved
PLN-003-C010,PLN-003,取证工作站,preventive,财务负责人,FRM-013,approved
PLN-003-C011,PLN-003,写保护设备,detective,财务负责人,FRM-013,approved
PLN-003-C012,PLN-003,UPS,corrective,财务负责人,FRM-013,approved
PLN-003-C013,PLN-003,监控门禁,preventive,财务负责人,FRM-013,approved
PLN-003-C014,PLN-003,场所装修,detective,财务负责人,FRM-013,approved
PLN-003-C015,PLN-003,校准维护,corrective,财务负责人,FRM-013,approved
PLN-003-C016,PLN-003,标准购买,preventive,财务负责人,FRM-013,approved
PLN-003-C017,PLN-003,能力验证,detective,财务负责人,FRM-013,approved
PLN-003-C018,PLN-003,法律合规服务,corrective,财务负责人,FRM-013,approved
PLN-003-C019,PLN-003,保险研究,preventive,财务负责人,FRM-013,approved
PLN-003-C020,PLN-003,预备金,detective,财务负责人,FRM-013,approved
PLN-004-C001,PLN-004,场所权属,preventive,实验室负责人,FRM-013,approved
PLN-004-C002,PLN-004,面积需求,detective,实验室负责人,FRM-013,approved
PLN-004-C003,PLN-004,受理预检区,corrective,实验室负责人,FRM-013,approved
PLN-004-C004,PLN-004,样品保管区,preventive,实验室负责人,FRM-013,approved
PLN-004-C005,PLN-004,防静电分析区,detective,实验室负责人,FRM-013,approved
PLN-004-C006,PLN-004,档案区,corrective,实验室负责人,FRM-013,approved
PLN-004-C007,PLN-004,可选屏蔽区,preventive,实验室负责人,FRM-013,approved
PLN-004-C008,PLN-004,服务器区,detective,实验室负责人,FRM-013,approved
PLN-004-C009,PLN-004,网络分段,corrective,实验室负责人,FRM-013,approved
PLN-004-C010,PLN-004,门禁,preventive,实验室负责人,FRM-013,approved
PLN-004-C011,PLN-004,视频监控,detective,实验室负责人,FRM-013,approved
PLN-004-C012,PLN-004,UPS,corrective,实验室负责人,FRM-013,approved
PLN-004-C013,PLN-004,消防,preventive,实验室负责人,FRM-013,approved
PLN-004-C014,PLN-004,环境监测,detective,实验室负责人,FRM-013,approved
PLN-004-C015,PLN-004,设备URS,corrective,实验室负责人,FRM-013,approved
PLN-004-C016,PLN-004,设备验收,preventive,实验室负责人,FRM-013,approved
PLN-004-C017,PLN-004,校准,detective,实验室负责人,FRM-013,approved
PLN-004-C018,PLN-004,SOP,corrective,实验室负责人,FRM-013,approved
PLN-004-C019,PLN-004,试运行,preventive,实验室负责人,FRM-013,approved
PLN-004-C020,PLN-004,专家模拟评审,detective,实验室负责人,FRM-013,approved
PLN-005-C001,PLN-005,合作方尽调,preventive,项目负责人,FRM-013,approved
PLN-005-C002,PLN-005,合作协议,detective,项目负责人,FRM-013,approved
PLN-005-C003,PLN-005,角色边界,corrective,项目负责人,FRM-013,approved
PLN-005-C004,PLN-005,数据授权,preventive,项目负责人,FRM-013,approved
PLN-005-C005,PLN-005,案件选择,detective,项目负责人,FRM-013,approved
PLN-005-C006,PLN-005,脱敏,corrective,项目负责人,FRM-013,approved
PLN-005-C007,PLN-005,方法共建,preventive,项目负责人,FRM-013,approved
PLN-005-C008,PLN-005,工具验证,detective,项目负责人,FRM-013,approved
PLN-005-C009,PLN-005,双轨分析,corrective,项目负责人,FRM-013,approved
PLN-005-C010,PLN-005,交叉结果,preventive,项目负责人,FRM-013,approved
PLN-005-C011,PLN-005,分歧处理,detective,项目负责人,FRM-013,approved
PLN-005-C012,PLN-005,报告模板,corrective,项目负责人,FRM-013,approved
PLN-005-C013,PLN-005,质证模拟,preventive,项目负责人,FRM-013,approved
PLN-005-C014,PLN-005,客户反馈,detective,项目负责人,FRM-013,approved
PLN-005-C015,PLN-005,缺陷记录,corrective,项目负责人,FRM-013,approved
PLN-005-C016,PLN-005,知识产权,preventive,项目负责人,FRM-013,approved
PLN-005-C017,PLN-005,保密,detective,项目负责人,FRM-013,approved
PLN-005-C018,PLN-005,退出条件,corrective,项目负责人,FRM-013,approved
PLN-005-C019,PLN-005,案例发布审批,preventive,项目负责人,FRM-013,approved
PLN-006-C001,PLN-006,监管路径,preventive,项目经理,FRM-013,approved
PLN-006-C002,PLN-006,能力项目库,detective,项目经理,FRM-013,approved
PLN-006-C003,PLN-006,人员资格,corrective,项目经理,FRM-013,approved
PLN-006-C004,PLN-006,关键人员,preventive,项目经理,FRM-013,approved
PLN-006-C005,PLN-006,方法误报,detective,项目经理,FRM-013,approved
PLN-006-C006,PLN-006,工具缺陷,corrective,项目经理,FRM-013,approved
PLN-006-C007,PLN-006,节点中断,preventive,项目经理,FRM-013,approved
PLN-006-C008,PLN-006,数据泄露,detective,项目经理,FRM-013,approved
PLN-006-C009,PLN-006,供应商退出,corrective,项目经理,FRM-013,approved
PLN-006-C010,PLN-006,预算超支,preventive,项目经理,FRM-013,approved
PLN-006-C011,PLN-006,场所延期,detective,项目经理,FRM-013,approved
PLN-006-C012,PLN-006,试点失败,corrective,项目经理,FRM-013,approved
PLN-006-C013,PLN-006,客户误用,preventive,项目经理,FRM-013,approved
PLN-006-C014,PLN-006,宣传越界,detective,项目经理,FRM-013,approved
PLN-006-C015,PLN-006,知识产权争议,corrective,项目经理,FRM-013,approved
PLN-006-C016,PLN-006,安全事件,preventive,项目经理,FRM-013,approved
PLN-006-C017,PLN-006,项目终止,detective,项目经理,FRM-013,approved
PLN-006-C018,PLN-006,残余风险接受,corrective,项目经理,FRM-013,approved
PLN-007-C001,PLN-007,成果分类,preventive,知识产权负责人,FRM-013,approved
PLN-007-C002,PLN-007,发明披露,detective,知识产权负责人,FRM-013,approved
PLN-007-C003,PLN-007,专利检索,corrective,知识产权负责人,FRM-013,approved
PLN-007-C004,PLN-007,软件著作权,preventive,知识产权负责人,FRM-013,approved
PLN-007-C005,PLN-007,商标,detective,知识产权负责人,FRM-013,approved
PLN-007-C006,PLN-007,商业秘密,corrective,知识产权负责人,FRM-013,approved
PLN-007-C007,PLN-007,源码权限,preventive,知识产权负责人,FRM-013,approved
PLN-007-C008,PLN-007,数据集权属,detective,知识产权负责人,FRM-013,approved
PLN-007-C009,PLN-007,第三方许可证,corrective,知识产权负责人,FRM-013,approved
PLN-007-C010,PLN-007,开源合规,preventive,知识产权负责人,FRM-013,approved
PLN-007-C011,PLN-007,企业标准,detective,知识产权负责人,FRM-013,approved
PLN-007-C012,PLN-007,团体标准,corrective,知识产权负责人,FRM-013,approved
PLN-007-C013,PLN-007,行业标准建议,preventive,知识产权负责人,FRM-013,approved
PLN-007-C014,PLN-007,论文审批,detective,知识产权负责人,FRM-013,approved
PLN-007-C015,PLN-007,案例发布,corrective,知识产权负责人,FRM-013,approved
PLN-007-C016,PLN-007,离职成果,preventive,知识产权负责人,FRM-013,approved
PLN-007-C017,PLN-007,合作成果归属,detective,知识产权负责人,FRM-013,approved
PLN-007-C018,PLN-007,证据留存,corrective,知识产权负责人,FRM-013,approved
PLN-008-C001,PLN-008,阶段门状态,preventive,项目经理,FRM-013,approved
PLN-008-C002,PLN-008,工作包完成率,detective,项目经理,FRM-013,approved
PLN-008-C003,PLN-008,需求覆盖,corrective,项目经理,FRM-013,approved
PLN-008-C004,PLN-008,测试通过率,preventive,项目经理,FRM-013,approved
PLN-008-C005,PLN-008,方法确认状态,detective,项目经理,FRM-013,approved
PLN-008-C006,PLN-008,工具验证状态,corrective,项目经理,FRM-013,approved
PLN-008-C007,PLN-008,复现通过率,preventive,项目经理,FRM-013,approved
PLN-008-C008,PLN-008,证据包完整率,detective,项目经理,FRM-013,approved
PLN-008-C009,PLN-008,缺陷趋势,corrective,项目经理,FRM-013,approved
PLN-008-C010,PLN-008,CAPA关闭,preventive,项目经理,FRM-013,approved
PLN-008-C011,PLN-008,人员授权,detective,项目经理,FRM-013,approved
PLN-008-C012,PLN-008,节点健康,corrective,项目经理,FRM-013,approved
PLN-008-C013,PLN-008,安全事件,preventive,项目经理,FRM-013,approved
PLN-008-C014,PLN-008,预算执行,detective,项目经理,FRM-013,approved
PLN-008-C015,PLN-008,供应商SLA,corrective,项目经理,FRM-013,approved
PLN-008-C016,PLN-008,试点反馈,preventive,项目经理,FRM-013,approved
PLN-008-C017,PLN-008,监管待确认项,detective,项目经理,FRM-013,approved
PLN-008-C018,PLN-008,数据脱敏,corrective,项目经理,FRM-013,approved
